İstanbul;(77. Yarış Günü);10/10/2025
7;ALBAYRAK DB SKG SK;3y d  e;WIENER WALZER (GER);LEAVE ME ALONE;56,5;V.ABİŞ;MEHMET ALBAYRAK;E.KOCA;5;%3.69(8);89;Ç9Ç0Ç3Ç2Ç2Ç3;13;18;
8;FROSTER K DB SKG;3y a  e;FROSTED (USA);VACATION TRAVEL (USA);56,5;A.KURŞUN;M.REŞAT AKKAN;T.TÜRKMEN;10 - DS;%9.7(5);94;K2K3K1K1K1K9;20;19;
9;HOPE BREEZE;3y d  e;TOROK (IRE);KATSUYA;56,5;E.ÇANKAYA;ÜMİT DURUCAN;G.ŞİMŞEK;7 - DS;%18.52(2);95;S2Ç0S1S4S3S2;19;17;2:02.95
10;POETRY IN MOTION DB SK;3y a  e;CATALINA CRUISER (USA);ONE SHOW ONLY (USA);56,5 +1.50;S.KAYA;KEMAL KURT;İB.B.OĞULLARI;1;%22.03(1);95;K3S1S7S1S4S1;19;20;2:02.97
2. 4'LÜ GANYAN;7. ÇİFTE Bu koşudan başlar;GANYAN;İKİLİ;SIRALI İKİLİ;ÜÇLÜ BAHİS;PLASE;PLASE İKİLİ

8. Kosu :   20.30;ŞARTLI 5/Dişi; 3 Yaşlı İngilizler; 58.00kg; 2000m; Sentetik;;;;Rekor Derece :2.00.81
İkramiye;;;;;Yetiştirici Primi;;;;
1.)520.000 TL;2.)208.000 TL;3.)104.000 TL;4.)52.000 TL;5.)26.000 TL;1.)93.600 TL;2.)37.440 TL;3.)18.720 TL;4.)9.360 TL;5.)4.680 TL;
At No;At İsmi;Yaş;Orijin(Baba);Orijin(Anne);Kilo;Jokey Adı;Sahip Adı;Antrenör Adı;St;AGF;H;Son 6 Yarış;KGS;s20;EnİyiDerece
1;JIMDEMA K;3y d  d;MENDIP (USA);LADY CHARA;61;A.SÖZEN;DEMİRHAN YILMAZ;S.BEKTAŞ;5;%52.16(1);76;S5S1S1S3K1K1;10;20;2:04.93
2;FLY FOREVER KG K DB;3y d  d;BODEMEISTER (USA);PRINCESS IZABEL;58;V.ABİŞ;EMRAH AGUN;İB.B.OĞULLARI;4;%33.97(2);67;Ç4Ç0Ç5S4S2K2;10;19;2:05.44
3;LOST IN PARADISE SK;3y d  d;KLUGER (JPN);QUEEN OF STORM;55;E.BOZDAĞ AP;ENDER COŞGUNSU;AT.GÖKÇE;2;%0.89(6);60;Ç9Ç5Ç1Ç8Ç8Ç0;12;17;2:05.06
4;NOBLE PRINCESS K;3y d  d;EUPRHATES (USA);BELLINI ROSE (IRE);58;A.ÇELİK;MAHMUT ÇADIRCI;A.KAPLAN;1;%7.37(3);55;K4K8K4K3Ç4K4;6;17;2:06.32
